title,city,location,bedrooms,price_inr,area_sqft,estimated_monthly_rent,price_lakhs,price_lakhs_psf,down_payment,loan_amount,monthly_emi,effective_emi,total_tax_saved,final_property_value,final_renting_wealth,decision,wealth_difference
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,3269273.0,753.8,11084,32.69,0.0434,817318,2451955,19010,13576,1304213,10485001,11517250,RENTING is financially better,1032249
"2 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,2,12418851.0,794.3,46507,124.19,0.1563,3104713,9314138,72212,63899,1995177,39828938,40406846,RENTING is financially better,577908
"2 BHK Apartment in wadmukhwadi, Mumbai",Mumbai,wadmukhwadi,2,15594196.0,1336.5,52957,155.94,0.1167,3898549,11695647,90676,82267,2018299,50012699,54870293,RENTING is financially better,4857594
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,7164669.0,674.8,26480,71.65,0.1062,1791167,5373502,41661,33784,1890319,22978064,23577829,RENTING is financially better,599765
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,20205880.0,1652.6,72034,202.06,0.1223,5051470,15154410,117492,108997,2038684,64802994,68503137,RENTING is financially better,3700143
"4 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,4,11817397.0,1403.0,54548,118.17,0.0842,2954349,8863048,68715,60429,1988631,37899993,30633450,BUYING is financially better,7266543
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,24373934.0,1125.9,91784,243.74,0.2165,6093484,18280450,141728,133183,2050789,78170508,78919932,RENTING is financially better,749424
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,12580683.0,1091.4,46670,125.81,0.1153,3145171,9435512,73153,64833,1996939,40347955,41269824,RENTING is financially better,921870
"2 BHK Apartment in prabhag 36, Mumbai",Mumbai,prabhag 36,2,32994972.0,1246.7,120106,329.95,0.2647,8248743,24746229,191857,183251,2065491,105819345,109979081,RENTING is financially better,4159736
"4 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,4,13781552.0,1309.8,52792,137.82,0.1052,3445388,10336164,80136,71774,2006872,44199304,43943158,BUYING is financially better,256147
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,7350979.0,947.2,27896,73.51,0.0776,1837745,5513234,42744,34831,1899057,23575586,23638571,RENTING is financially better,62986
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,9121198.0,690.4,37917,91.21,0.1321,2280300,6840898,53037,44908,1951125,29252918,26822685,BUYING is financially better,2430232
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,13895406.0,1484.1,57635,138.95,0.0936,3473852,10421554,80798,72433,2007590,44564449,40959749,BUYING is financially better,3604701
"2 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,2,9019470.0,1139.3,35302,90.19,0.0792,2254868,6764602,52446,44323,1949439,28926662,28188158,BUYING is financially better,738504
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,18301759.0,947.6,71903,183.02,0.1931,4575440,13726319,106420,97949,2033154,58696220,56992410,BUYING is financially better,1703810
"2 BHK Apartment in datta nager, Mumbai",Mumbai,datta nager,2,16832612.0,1625.9,65071,168.33,0.1035,4208153,12624459,97877,89435,2026105,53984467,53222428,BUYING is financially better,762039
"2 BHK Apartment in midc, Mumbai",Mumbai,midc,2,12321525.0,1332.5,50570,123.22,0.0925,3080381,9241144,71646,63338,1994118,39516800,36728094,BUYING is financially better,2788706
"4 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,4,14576219.0,1514.8,66291,145.76,0.0962,3644055,10932164,84757,76374,2011882,46747909,38537847,BUYING is financially better,8210062
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,6985671.0,770.4,25171,69.86,0.0907,1746418,5239253,40620,32780,1881522,22403993,23480419,RENTING is financially better,1076426
"2 BHK Apartment in kotwal wadi, Bangalore",Bangalore,kotwal wadi,2,9421208.0,628.5,40528,94.21,0.1499,2355302,7065906,54782,46631,1956096,30215090,26669257,BUYING is financially better,3545833
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,11407498.0,1322.3,45379,114.07,0.0863,2851874,8555624,66332,58064,1984169,36585391,35096781,BUYING is financially better,1488610
"3 BHK Apartment in saint tukaram nagar, Mumbai",Mumbai,saint tukaram nagar,3,9771776.0,870.6,39817,97.72,0.1122,2442944,7328832,56820,48646,1961904,31339409,29346725,BUYING is financially better,1992685
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,6959468.0,869.7,28889,69.59,0.08,1739867,5219601,40468,32634,1880034,22319957,20497316,BUYING is financially better,1822641
"2 BHK Apartment in bellagio, Bangalore",Bangalore,bellagio,2,9943198.0,1247.9,42156,99.43,0.0797,2485800,7457398,57817,49631,1964744,31889183,28615791,BUYING is financially better,3273392
"3 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,3,16117711.0,1583.8,63225,161.18,0.1018,4029428,12088283,93720,85297,2021599,51691683,50265179,BUYING is financially better,1426503
"2 BHK Apartment in mukai nagar, Mumbai",Mumbai,mukai nagar,2,25884753.0,1443.0,117776,258.85,0.1794,6471188,19413565,150513,141950,2055177,83015910,68394498,BUYING is financially better,14621411
"3 BHK Apartment in eon free zone, Mumbai",Mumbai,eon free zone,3,3638986.0,942.0,13777,36.39,0.0386,909746,2729240,21160,15252,1417898,11670721,11726561,RENTING is financially better,55840
"3 BHK Apartment in ramtekdi industrial area, Bangalore",Bangalore,ramtekdi industrial area,3,10977691.0,1365.2,39263,109.78,0.0804,2744423,8233268,63832,55585,1979490,35206942,37120372,RENTING is financially better,1913430
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,10164863.0,1195.9,35915,101.65,0.085,2541216,7623647,59106,50904,1968417,32600093,34706594,RENTING is financially better,2106501
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,10055687.0,865.4,34988,100.56,0.1162,2513922,7541765,58471,50277,1966608,32249950,34744838,RENTING is financially better,2494888
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,16976672.0,1263.9,62236,169.77,0.1343,4244168,12732504,98715,90269,2027013,54446487,56253631,RENTING is financially better,1807144
"3 BHK Apartment in tupe vasti, Bangalore",Bangalore,tupe vasti,3,5448645.0,667.8,22304,54.49,0.0816,1362161,4086484,31682,24347,1760521,17474543,16285654,BUYING is financially better,1188889
"3 BHK Apartment in hingne budrukh, Bangalore",Bangalore,hingne budrukh,3,7122645.0,822.5,23288,71.23,0.0866,1780661,5341984,41416,33548,1888294,22843287,25745497,RENTING is financially better,2902210
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,22146195.0,1284.1,100289,221.46,0.1725,5536549,16609646,128774,120256,2044319,71025848,58878065,BUYING is financially better,12147783
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,12697643.0,1361.4,56575,126.98,0.0933,3174411,9523232,73834,65508,1998212,40723061,34461429,BUYING is financially better,6261632
"4 BHK Apartment in mayur colony, Mumbai",Mumbai,mayur colony,4,36140008.0,1570.5,150065,361.4,0.2301,9035002,27105006,210145,201528,2067921,115905902,106405721,BUYING is financially better,9500181
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,16778797.0,1283.7,64706,167.79,0.1307,4194699,12584098,97564,89124,2025766,53811875,53171466,BUYING is financially better,640409
"2 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,2,13603989.0,889.4,57321,136.04,0.153,3400997,10202992,79104,70746,2005753,43629836,39421302,BUYING is financially better,4208534
"2 BHK Apartment in midc, Mumbai",Mumbai,midc,2,17918325.0,1496.8,64111,179.18,0.1197,4479581,13438744,104190,95724,2032040,57466496,60571458,RENTING is financially better,3104963
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,13763117.0,1364.1,46138,137.63,0.1009,3440779,10322338,80029,71667,2006756,44140181,48883592,RENTING is financially better,4743412
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,12092183.0,1203.8,45954,120.92,0.1005,3023046,9069137,70313,62015,1991622,38781269,38834948,RENTING is financially better,53679
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,5449546.0,1332.5,23636,54.5,0.0409,1362386,4087160,31688,24352,1760627,17477432,15279668,BUYING is financially better,2197764
"2 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,2,18118127.0,1692.1,66128,181.18,0.1071,4529532,13588595,105352,96883,2032620,58107288,60258086,RENTING is financially better,2150798
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,10966227.0,705.6,49916,109.66,0.1554,2741557,8224670,63766,55518,1979366,35170176,28960915,BUYING is financially better,6209261
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,6885032.0,746.4,25321,68.85,0.0922,1721258,5163774,40035,32219,1875809,22081230,22752877,RENTING is financially better,671646
"3 BHK Apartment in k. k. market, Mumbai",Mumbai,k. k. market,3,8475314.0,785.6,30469,84.75,0.1079,2118828,6356486,49282,41210,1937308,27181480,28540246,RENTING is financially better,1358765
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,18750447.0,1554.3,73079,187.5,0.1206,4687612,14062835,109029,100552,2034457,60135224,58835227,BUYING is financially better,1299997
"3 BHK Apartment in ashoka nagar, Bangalore",Bangalore,ashoka nagar,3,5232505.0,1336.8,19887,52.33,0.0391,1308126,3924379,30426,23195,1735311,16781352,16803154,RENTING is financially better,21802
"4 BHK Apartment in shankar kalat nagar, Bangalore",Bangalore,shankar kalat nagar,4,9085680.0,1185.8,36440,90.86,0.0766,2271420,6814260,52831,44704,1950536,29139007,27727705,BUYING is financially better,1411301
"3 BHK Apartment in rambaug colony, Mumbai",Mumbai,rambaug colony,3,9666171.0,872.2,37130,96.66,0.1108,2416543,7249628,56206,48039,1960154,31000720,30743232,BUYING is financially better,257488
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,8441985.0,772.7,35984,84.42,0.1093,2110496,6331489,49088,41019,1936532,27074590,24149106,BUYING is financially better,2925484
"3 BHK Apartment in kemse vasti, Mumbai",Mumbai,kemse vasti,3,9010590.0,800.2,31692,90.11,0.1126,2252648,6757942,52394,44272,1949292,28898183,30875334,RENTING is financially better,1977151
"2 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,2,19644004.0,788.2,73960,196.44,0.2492,4911001,14733003,114225,105737,2037052,63000982,63614605,RENTING is financially better,613623
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,20913609.0,862.3,76691,209.14,0.2425,5228402,15685207,121607,113104,2040739,67072777,69282070,RENTING is financially better,2209292
"3 BHK Apartment in kalubai nagar, Bangalore",Bangalore,kalubai nagar,3,2410638.0,825.4,8853,24.11,0.0292,602660,1807978,14017,9828,1005318,7731243,7975953,RENTING is financially better,244711
"3 BHK Apartment in dattawadi, Mumbai",Mumbai,dattawadi,3,8726605.0,714.3,36530,87.27,0.1222,2181651,6544954,50743,42646,1943158,27987404,25469935,BUYING is financially better,2517469
"3 BHK Apartment in saint tukaram nagar, Mumbai",Mumbai,saint tukaram nagar,3,8854401.0,818.7,39409,88.54,0.1082,2213600,6640801,51486,43377,1946133,28397264,24062937,BUYING is financially better,4334327
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,13178532.0,902.9,55955,131.79,0.146,3294633,9883899,76630,68284,2003071,42265337,37864415,BUYING is financially better,4400923
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,22252140.0,1284.7,95868,222.52,0.1732,5563035,16689105,129390,120871,2044627,71365628,62881224,BUYING is financially better,8484403
"3 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,3,13462803.0,1350.8,51632,134.63,0.0997,3365701,10097102,78283,69929,2004863,43177033,42880483,BUYING is financially better,296550
"3 BHK Apartment in mokai vasti, Mumbai",Mumbai,mokai vasti,3,17963640.0,1468.3,68078,179.64,0.1223,4490910,13472730,104454,95987,2032172,57611827,57835346,RENTING is financially better,223519
"3 BHK Apartment in bellagio, Mumbai",Mumbai,bellagio,3,6032456.0,621.2,22950,60.32,0.0971,1508114,4524342,35077,27508,1816610,19346904,19354836,RENTING is financially better,7932
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,11802426.0,1584.3,49877,118.02,0.0745,2950606,8851820,68628,60343,1988468,37851979,34089177,BUYING is financially better,3762802
"3 BHK Apartment in munjaba vasti, Bangalore",Bangalore,munjaba vasti,3,2373639.0,777.9,9472,23.74,0.0305,593410,1780229,13802,9673,990897,7612582,7280306,BUYING is financially better,332276
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,9654422.0,835.4,39034,96.54,0.1156,2413606,7240816,56138,47971,1959960,30963039,29225755,BUYING is financially better,1737284
"2 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,2,8403686.0,783.7,33820,84.04,0.1072,2100922,6302764,48865,40800,1935622,26951759,25558855,BUYING is financially better,1392904
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,12584967.0,917.2,41085,125.85,0.1372,3146242,9438725,73178,64858,1996985,40361694,45537021,RENTING is financially better,5175327
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,11429307.0,794.9,44615,114.29,0.1438,2857327,8571980,66458,58190,1984406,36655336,35809917,BUYING is financially better,845419
"2 BHK Apartment in shree siddhivinayak meera, Bangalore",Bangalore,shree siddhivinayak meera,2,17061010.0,1157.8,69224,170.61,0.1474,4265252,12795758,99205,90757,2027545,54716970,51461405,BUYING is financially better,3255565
"3 BHK Apartment in urit nagar, Bangalore",Bangalore,urit nagar,3,9969670.0,1323.7,37598,99.7,0.0753,2492418,7477252,57971,49783,1965183,31974082,32238405,RENTING is financially better,264322
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,10954379.0,1211.8,53236,109.54,0.0904,2738595,8215784,63697,55450,1979237,35132177,26367568,BUYING is financially better,8764609
"4 BHK Apartment in eon free zone, Mumbai",Mumbai,eon free zone,4,34127327.0,1537.0,120627,341.27,0.222,8531832,25595495,198442,189832,2066366,109450961,116487882,RENTING is financially better,7036921
"2 BHK Apartment in wadmukhwadi, Mumbai",Mumbai,wadmukhwadi,2,15167713.0,1580.7,68063,151.68,0.096,3791928,11375785,88196,79798,2015610,48644910,40798827,BUYING is financially better,7846084
"3 BHK Apartment in koregaon park annexe, Bangalore",Bangalore,koregaon park annexe,3,2084348.0,826.7,9128,20.84,0.0252,521087,1563261,12120,8484,872636,6684786,5777603,BUYING is financially better,907183
"3 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,3,10804050.0,1450.0,46348,108.04,0.0745,2701012,8103038,62823,54583,1977600,34650052,30681483,BUYING is financially better,3968569
"3 BHK Apartment in eon free zone, Bangalore",Bangalore,eon free zone,3,1900309.0,980.0,9188,19.0,0.0194,475077,1425232,11050,7735,795586,6094548,4609880,BUYING is financially better,1484668
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,14936058.0,1435.2,52900,149.36,0.1041,3734014,11202044,86849,78457,2014150,47901961,50900641,RENTING is financially better,2998680
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,7184890.0,730.8,28809,71.85,0.0983,1796222,5388668,41778,33898,1891294,23042916,21932555,BUYING is financially better,1110360
"2 BHK Apartment in hills & dales, Bangalore",Bangalore,hills & dales,2,6908748.0,878.6,27290,69.09,0.0786,1727187,5181561,40173,32351,1877155,22157291,21402286,BUYING is financially better,755005
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,12437634.0,1222.4,45687,124.38,0.1017,3109408,9328226,72322,64008,1995382,39889177,41144056,RENTING is financially better,1254879
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,27552514.0,1316.9,100322,275.53,0.2092,6888128,20664386,160211,151627,2060021,88364645,91817543,RENTING is financially better,3452898
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,16568130.0,1524.9,60706,165.68,0.1087,4142032,12426098,96339,87904,2024438,53136237,54924418,RENTING is financially better,1788181
"2 BHK Apartment in dhayari phata, Mumbai",Mumbai,dhayari phata,2,4377845.0,1290.4,14634,43.78,0.0339,1094461,3283384,25456,18780,1602270,14040342,15580907,RENTING is financially better,1540565
"3 BHK Apartment in tarawade vasti, Mumbai",Mumbai,tarawade vasti,3,13659988.0,1218.1,52230,136.6,0.1121,3414997,10244991,79429,71071,2006106,43809432,43628698,BUYING is financially better,180734
"4 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,4,5727063.0,1364.1,21402,57.27,0.042,1431766,4295297,33301,25847,1788965,18367467,18668233,RENTING is financially better,300766
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,11341753.0,1541.1,53508,113.42,0.0736,2835438,8506315,65949,57685,1983453,36374538,28522998,BUYING is financially better,7851541
"2 BHK Apartment in pandhari nagar, Bangalore",Bangalore,pandhari nagar,2,5890988.0,659.5,21739,58.91,0.0893,1472747,4418241,34255,26734,1804964,18893197,19411843,RENTING is financially better,518647
"4 BHK Apartment in ashok nagar, Mumbai",Mumbai,ashok nagar,4,13225471.0,1333.4,55307,132.25,0.0992,3306368,9919103,76903,68555,2003367,42415877,38642692,BUYING is financially better,3773185
"4 BHK Apartment in mayur colony, Mumbai",Mumbai,mayur colony,4,12193687.0,1301.1,52455,121.94,0.0937,3048422,9145265,70903,62600,1992726,39106806,34517203,BUYING is financially better,4589603
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,21189648.0,929.6,70091,211.9,0.2279,5297412,15892236,123212,114706,2041541,67958072,75977026,RENTING is financially better,8018955
"3 BHK Apartment in chovisawadi, Bangalore",Bangalore,chovisawadi,3,6763520.0,857.4,26029,67.64,0.0789,1690880,5072640,39328,31543,1868547,21691525,21474335,BUYING is financially better,217190
