City,Title,Location,Bedrooms,Price (Lakhs),Area (sqft),Price per sqft,Rent (INR/month),Property Type,Posted By,Furnishing,Possession
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,415.69,1071,38813.26,90753,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,422.61,1242,34026.57,85790,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Warje,Warje,3 BHK,423.64,1220,34724.59,96418,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,424.68,1029,41271.14,92079,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,431.03,1242,34704.51,89637,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Sus,Sus,3 BHK,431.68,1003,43038.88,79641,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,435.64,557,78211.85,90246,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Sus,Sus,1 BHK,438.3,667,65712.14,84158,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,438.81,1172,37441.13,96545,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,444.49,1072,41463.62,109378,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,445.68,1065,41847.89,112496,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,452.52,1159,39044,97491,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,452.55,644,70271.74,93414,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,453.76,1029,44097.18,97351,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,454.42,1214,37431.63,87889,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,456.21,1227,37180.93,86995,Apartment,Owner,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,462.3,1196,38653.85,94534,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,466.45,1238,37677.71,105557,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,468.2,1193,39245.6,112699,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Sus,Sus,2 BHK,470.32,1023,45974.58,97344,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,472.61,1228,38486.16,112274,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Sus,Sus,3 BHK,476.75,1242,38385.67,100851,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,476.78,995,47917.59,99443,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,481.14,1525,31550.16,101242,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,482.66,1188,40627.95,96208,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,483.65,1011,47838.77,106394,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,484.24,1443,33557.87,111709,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Sus,Sus,2 BHK,487.25,1414,34458.98,94853,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Baner,Baner,2 BHK,487.43,1501,32473.68,104989,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,488,1517,32168.75,94099,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,490.54,1210,40540.5,94688,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,491.13,1467,33478.53,99673,Apartment,Owner,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,492.5,1246,39526.48,93650,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,499.91,1441,34691.88,109185,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,506.29,1066,47494.37,111671,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,507.26,1049,48356.53,98847,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,507.34,1055,48089.1,109973,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,509.33,1479,34437.46,109844,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,509.45,1507,33805.57,108052,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,510.65,1217,41959.74,105312,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,522.45,1029,50772.59,97780,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,524.43,1249,41987.99,100114,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,525.69,1175,44739.57,107527,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,527.99,1147,46032.26,100039,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,540.18,1224,44132.35,111931,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Warje,Warje,2 BHK,544.06,1384,39310.69,110120,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,730.53,1385,52745.85,152313,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Warje,Warje,1 BHK,742.45,1504,49365.03,150191,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,766.53,1408,54441.05,160670,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,767.29,1511,50780.28,150827,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,795.74,1519,52385.78,182399,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,808.19,1493,54131.95,163416,Apartment,Builder,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,834.33,1475,56564.75,160680,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,847.53,1523,55648.72,162212,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,856.07,1500,57071.33,150745,Apartment,Builder,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,867.53,1397,62099.5,181820,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,902.22,1374,65663.76,224122,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,905.84,1316,68832.83,196452,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,921.31,1422,64789.73,202069,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,948.09,1237,76644.3,203056,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,950.17,1269,74875.49,197921,Apartment,Owner,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Sus,Sus,3 BHK,977.72,1383,70695.59,224806,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,992.73,1196,83004.18,221797,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,999.39,1419,70429.18,227044,Apartment,Owner,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,1017.46,1323,76905.52,188156,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Viman Nagar,Viman Nagar,3 BHK,1021.66,1233,82859.69,228323,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,1041.07,1428,72904.06,195574,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Warje,Warje,3 BHK,1048.06,1371,76444.93,202342,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,1050.93,1260,83407.14,207894,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,1076.14,1324,81279.46,191334,Apartment,Dealer,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,1085.64,1354,80180.21,204713,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,1088.32,1234,88194.49,200107,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,1107.02,1272,87029.87,231615,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Sus,Sus,3 BHK,1115.24,1223,91188.88,236363,Apartment,Owner,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Warje,Warje,3 BHK,1128.71,1251,90224.62,237284,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,1148.43,1170,98156.41,227916,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,1846.18,1209,152703.06,384862,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,1853.53,1192,155497.48,431715,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,1879.52,1159,162167.39,430755,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,1889.78,1165,162212.88,444005,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Baner,Baner,1 BHK,1893.73,1252,151256.39,413239,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Hadapsar,Hadapsar,1 BHK,1897.24,1262,150335.97,404633,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,1925.03,1250,154002.4,376335,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,1975.84,1216,162486.84,421473,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,2073.7,1269,163412.14,439678,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,2083.17,1215,171454.32,414959,Apartment,Dealer,Fully Furnished,Ready to Move
Surat,1 BHK Apartment in Katargam,Katargam,1 BHK,4.55,1192,381.71,1138,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,1 BHK Apartment in Rander,Rander,1 BHK,4.55,1290,352.71,1125,Apartment,Dealer,Unfurnished,Under Construction
Surat,1 BHK Apartment in Pal,Pal,1 BHK,4.62,1232,375,997,Apartment,Dealer,Fully Furnished,Ready to Move
Surat,1 BHK Apartment in Adajan,Adajan,1 BHK,4.66,1279,364.35,1070,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,1 BHK Apartment in Piplod,Piplod,1 BHK,4.67,1224,381.54,1006,Apartment,Dealer,Unfurnished,Ready to Move
Surat,1 BHK Apartment in Varachha,Varachha,1 BHK,4.77,1211,393.89,998,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,1 BHK Apartment in Dindoli,Dindoli,1 BHK,4.86,1247,389.74,1052,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,1 BHK Apartment in Udhana,Udhana,1 BHK,5.1,1280,398.44,1068,Apartment,Owner,Semi-Furnished,Under Construction
Surat,2 BHK Apartment in Sayan,Sayan,2 BHK,9.11,1143,797.03,2252,Apartment,Dealer,Unfurnished,Ready to Move
Surat,2 BHK Apartment in Dindoli,Dindoli,2 BHK,9.35,1216,768.91,2150,Apartment,Owner,Fully Furnished,Ready to Move
Surat,2 BHK Apartment in Piplod,Piplod,2 BHK,9.57,1127,849.16,2072,Apartment,Owner,Fully Furnished,Under Construction
Surat,2 BHK Apartment in Varachha,Varachha,2 BHK,9.6,1141,841.37,1906,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,2 BHK Apartment in Pal,Pal,2 BHK,10.16,1205,843.15,2167,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,2 BHK Apartment in Rander,Rander,2 BHK,10.52,1200,876.67,1912,Apartment,Dealer,Unfurnished,Ready to Move
Surat,2 BHK Apartment in Althan,Althan,2 BHK,10.58,1156,915.22,1888,Apartment,Builder,Fully Furnished,Under Construction
Surat,2 BHK Apartment in Udhana,Udhana,2 BHK,10.74,1161,925.06,1961,Apartment,Builder,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Althan,Althan,3 BHK,14.19,2106,673.79,3144,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Citylight,Citylight,3 BHK,15.11,2167,697.28,3109,Apartment,Builder,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Parle Point,Parle Point,3 BHK,15.19,2162,702.59,2937,Apartment,Owner,Fully Furnished,Ready to Move
Surat,3 BHK Apartment in Rander,Rander,3 BHK,15.43,2116,729.21,3074,Apartment,Dealer,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Sayan,Sayan,3 BHK,15.46,2286,676.29,2819,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Udhana,Udhana,3 BHK,15.97,2250,709.78,3188,Apartment,Owner,Unfurnished,Under Construction
Surat,3 BHK Apartment in Varachha,Varachha,3 BHK,16.2,2115,765.96,3304,Apartment,Owner,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Dindoli,Dindoli,3 BHK,16.44,2123,774.38,3026,Apartment,Dealer,Unfurnished,Ready to Move
Surat,4 BHK Apartment in Citylight,Citylight,4 BHK,18.13,1283,1413.09,3837,Apartment,Owner,Fully Furnished,Under Construction
Surat,4 BHK Apartment in Althan,Althan,4 BHK,18.36,1275,1440,4141,Apartment,Owner,Unfurnished,Ready to Move
Surat,4 BHK Apartment in Parle Point,Parle Point,4 BHK,18.77,1298,1446.07,4577,Apartment,Dealer,Fully Furnished,Ready to Move
Surat,4 BHK Apartment in Sayan,Sayan,4 BHK,18.99,1222,1554.01,3837,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,4 BHK Apartment in Magdalla,Magdalla,4 BHK,18.99,1228,1546.42,4370,Apartment,Dealer,Unfurnished,Ready to Move
Surat,4 BHK Apartment in Udhana,Udhana,4 BHK,19.66,1282,1533.54,4471,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,4 BHK Apartment in Athwalines,Athwalines,4 BHK,19.85,1241,1599.52,4015,Apartment,Builder,Unfurnished,Ready to Move
Surat,4 BHK Apartment in Varachha,Varachha,4 BHK,20.36,1264,1610.76,4329,Apartment,Owner,Fully Furnished,Ready to Move
Surat,5 BHK Apartment in Athwalines,Athwalines,5 BHK,24.58,1153,2131.83,5317,Apartment,Builder,Fully Furnished,Ready to Move
Surat,5 BHK Apartment in Bhatar,Bhatar,5 BHK,25.63,1161,2207.58,6023,Apartment,Dealer,Unfurnished,Ready to Move
Surat,5 BHK Apartment in Parle Point,Parle Point,5 BHK,25.65,1118,2294.28,5106,Apartment,Owner,Unfurnished,Under Construction
Surat,5 BHK Apartment in Sayan,Sayan,5 BHK,26.07,1179,2211.2,5110,Apartment,Builder,Fully Furnished,Under Construction
Surat,5 BHK Apartment in Althan,Althan,5 BHK,26.07,1176,2216.84,5584,Apartment,Builder,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Althan,Althan,3 BHK,26.14,3241,806.54,5884,Apartment,Dealer,Unfurnished,Under Construction
Surat,3 BHK Apartment in Magdalla,Magdalla,3 BHK,26.29,3148,835.13,5370,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Athwalines,Athwalines,3 BHK,26.3,3392,775.35,5962,Apartment,Owner,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Anand Mahal,Anand Mahal,3 BHK,26.41,3213,821.97,5718,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Parle Point,Parle Point,3 BHK,26.46,3382,782.38,6240,Apartment,Builder,Unfurnished,Ready to Move
Surat,5 BHK Apartment in Citylight,Citylight,5 BHK,26.67,1152,2315.1,5157,Apartment,Owner,Fully Furnished,Ready to Move
Surat,5 BHK Apartment in Anand Mahal,Anand Mahal,5 BHK,26.89,1179,2280.75,6142,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Mota Varachha,Mota Varachha,3 BHK,27.25,3157,863.16,6011,Apartment,Builder,Fully Furnished,Ready to Move
Surat,3 BHK Apartment in Nanpura,Nanpura,3 BHK,27.48,898,3060.13,6578,Apartment,Builder,Fully Furnished,Ready to Move
Surat,4 BHK Apartment in Magdalla,Magdalla,4 BHK,27.53,2192,1255.93,6507,Apartment,Builder,Unfurnished,Ready to Move
Surat,4 BHK Apartment in Bhatar,Bhatar,4 BHK,27.67,2140,1292.99,6603,Apartment,Builder,Fully Furnished,Under Construction
Surat,4 BHK Apartment in Parle Point,Parle Point,4 BHK,27.69,2181,1269.6,6495,Apartment,Dealer,Unfurnished,Ready to Move
Surat,5 BHK Apartment in Magdalla,Magdalla,5 BHK,28.21,1222,2308.51,6116,Apartment,Builder,Unfurnished,Under Construction
Surat,4 BHK Apartment in Anand Mahal,Anand Mahal,4 BHK,28.51,2167,1315.64,5920,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Kapodra,Kapodra,3 BHK,29.34,873,3360.82,6516,Apartment,Owner,Unfurnished,Under Construction
Surat,4 BHK Apartment in Athwalines,Athwalines,4 BHK,29.57,2118,1396.13,6816,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Bhatar,Bhatar,3 BHK,29.68,843,3520.76,6733,Apartment,Builder,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Bhatar,Bhatar,3 BHK,30.15,3150,957.14,6353,Apartment,Owner,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Citylight,Citylight,3 BHK,30.19,3153,957.5,5316,Apartment,Dealer,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Parle Point,Parle Point,3 BHK,30.72,865,3551.45,5867,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,4 BHK Apartment in Kapodra,Kapodra,4 BHK,30.78,2124,1449.15,5658,Apartment,Dealer,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Anand Mahal,Anand Mahal,3 BHK,31.42,894,3514.54,6094,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,4 BHK Apartment in Citylight,Citylight,4 BHK,32,2242,1427.3,6264,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Mota Varachha,Mota Varachha,3 BHK,32.12,822,3907.54,6314,Apartment,Builder,Unfurnished,Under Construction
Surat,3 BHK Apartment in Athwalines,Athwalines,3 BHK,32.56,841,3871.58,5818,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,4 BHK Apartment in Mota Varachha,Mota Varachha,4 BHK,32.83,2166,1515.7,6797,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Magdalla,Magdalla,3 BHK,32.93,844,3901.66,6522,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Kapodra,Kapodra,3 BHK,36.93,2257,1636.24,8439,Apartment,Builder,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Vesu,Vesu,3 BHK,37.42,2098,1783.6,8164,Apartment,Owner,Semi-Furnished,Under Construction
Surat,2 BHK Apartment in Kapodra,Kapodra,2 BHK,37.72,1163,3243.34,8423,Apartment,Owner,Fully Furnished,Ready to Move
Surat,2 BHK Apartment in Adajan,Adajan,2 BHK,37.79,1150,3286.09,9333,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Nanpura,Nanpura,3 BHK,38.16,2063,1849.73,7602,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,2 BHK Apartment in Mota Varachha,Mota Varachha,2 BHK,38.33,1135,3377.09,9344,Apartment,Builder,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Bhatar,Bhatar,3 BHK,38.93,2156,1805.66,8303,Apartment,Owner,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Mota Varachha,Mota Varachha,3 BHK,39.3,2145,1832.17,8011,Apartment,Builder,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Adajan,Adajan,3 BHK,39.9,2206,1808.7,8331,Apartment,Owner,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Nanpura,Nanpura,3 BHK,39.97,2266,1763.9,9048,Apartment,Owner,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Anand Mahal,Anand Mahal,3 BHK,40.06,2131,1879.87,8183,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,2 BHK Apartment in Nanpura,Nanpura,2 BHK,40.22,1216,3307.57,9488,Apartment,Dealer,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Katargam,Katargam,3 BHK,40.25,2202,1827.88,9426,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Magdalla,Magdalla,3 BHK,40.5,2213,1830.09,7536,Apartment,Dealer,Fully Furnished,Under Construction
Surat,2 BHK Apartment in Bhatar,Bhatar,2 BHK,40.77,1145,3560.7,9460,Apartment,Dealer,Unfurnished,Ready to Move
Surat,2 BHK Apartment in Anand Mahal,Anand Mahal,2 BHK,40.9,1180,3466.1,7912,Apartment,Owner,Unfurnished,Under Construction
Surat,2 BHK Apartment in Vesu,Vesu,2 BHK,40.97,1150,3562.61,8908,Apartment,Owner,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Adajan,Adajan,3 BHK,41.15,2146,1917.52,9063,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Pal,Pal,3 BHK,41.45,2119,1956.11,9805,Apartment,Owner,Unfurnished,Ready to Move
Surat,2 BHK Apartment in Katargam,Katargam,2 BHK,42.99,1218,3529.56,9149,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Vesu,Vesu,3 BHK,43.17,2296,1880.23,9652,Apartment,Builder,Fully Furnished,Ready to Move
Surat,3 BHK Apartment in Piplod,Piplod,3 BHK,44.47,2123,2094.68,8360,Apartment,Dealer,Unfurnished,Under Construction
Surat,3 BHK Apartment in Kapodra,Kapodra,3 BHK,45.01,2228,2020.2,9862,Apartment,Owner,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Piplod,Piplod,3 BHK,45.55,885,5146.89,9386,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Nanpura,Nanpura,3 BHK,46.73,890,5250.56,10293,Apartment,Builder,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Mota Varachha,Mota Varachha,3 BHK,47.79,2233,2140.17,8924,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Katargam,Katargam,3 BHK,49.44,897,5511.71,10464,Apartment,Dealer,Semi-Furnished,Ready to Move
Surat,3 BHK Apartment in Adajan,Adajan,3 BHK,50.34,828,6079.71,9457,Apartment,Dealer,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Kapodra,Kapodra,3 BHK,51.29,874,5868.42,9860,Apartment,Owner,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Pal,Pal,3 BHK,52.56,899,5846.5,9671,Apartment,Builder,Fully Furnished,Ready to Move
Surat,3 BHK Apartment in Pal,Pal,3 BHK,54.23,2111,2568.92,12972,Apartment,Builder,Fully Furnished,Ready to Move
Surat,3 BHK Apartment in Vesu,Vesu,3 BHK,54.38,829,6559.71,9920,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Rander,Rander,3 BHK,54.6,852,6408.45,10917,Apartment,Owner,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Vesu,Vesu,3 BHK,54.81,2169,2526.97,12697,Apartment,Owner,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Katargam,Katargam,3 BHK,54.89,2095,2620.05,12372,Apartment,Builder,Semi-Furnished,Ready to Move
Surat,2 BHK Apartment in Dindoli,Dindoli,2 BHK,54.92,1173,4682.01,13509,Apartment,Dealer,Unfurnished,Ready to Move
Surat,2 BHK Apartment in Pal,Pal,2 BHK,55.45,1183,4687.24,12273,Apartment,Owner,Fully Furnished,Ready to Move
Surat,2 BHK Apartment in Udhana,Udhana,2 BHK,55.82,1174,4754.68,11263,Apartment,Owner,Unfurnished,Under Construction
Surat,3 BHK Apartment in Varachha,Varachha,3 BHK,55.83,2217,2518.27,11341,Apartment,Dealer,Fully Furnished,Under Construction
Surat,3 BHK Apartment in Piplod,Piplod,3 BHK,57.86,2250,2571.56,13041,Apartment,Builder,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Rander,Rander,3 BHK,58.41,2125,2748.71,11207,Apartment,Owner,Unfurnished,Under Construction
Surat,2 BHK Apartment in Rander,Rander,2 BHK,58.47,1187,4925.86,13663,Apartment,Builder,Fully Furnished,Ready to Move
Surat,2 BHK Apartment in Katargam,Katargam,2 BHK,59.9,1177,5089.21,13537,Apartment,Builder,Unfurnished,Ready to Move
Surat,3 BHK Apartment in Adajan,Adajan,3 BHK,60.21,2212,2721.97,11450,Apartment,Owner,Semi-Furnished,Under Construction
Surat,2 BHK Apartment in Varachha,Varachha,2 BHK,60.89,1134,5369.49,13275,Apartment,Owner,Semi-Furnished,Ready to Move
Surat,2 BHK Apartment in Piplod,Piplod,2 BHK,61.23,1156,5296.71,11429,Apartment,Owner,Fully Furnished,Ready to Move
Surat,2 BHK Apartment in Adajan,Adajan,2 BHK,62.62,1172,5343,11595,Apartment,Dealer,Semi-Furnished,Under Construction
Surat,3 BHK Apartment in Dindoli,Dindoli,3 BHK,63.88,2170,2943.78,12547,Apartment,Builder,Fully Furnished,Ready to Move
