Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Monthly_Rent
1 BHK Apartment in Wagholi,Pune,Wagholi,1 BHK,86753000,1397,62099.49893,181820
3 BHK Apartment in Shivajinagar,Pune,Shivajinagar,3 BHK,90222000,1374,65663.75546,224122
3 BHK Apartment in Nigdi,Pune,Nigdi,3 BHK,90584000,1316,68832.82675,196452
3 BHK Apartment in Magarpatta,Pune,Magarpatta,3 BHK,92131000,1422,64789.73277,202069
3 BHK Apartment in Wagholi,Pune,Wagholi,3 BHK,94809000,1237,76644.30073,203056
3 BHK Apartment in Kothrud,Pune,Kothrud,3 BHK,95017000,1269,74875.49251,197921
3 BHK Apartment in Sus,Pune,Sus,3 BHK,97772000,1383,70695.5893,224806
3 BHK Apartment in Bavdhan,Pune,Bavdhan,3 BHK,99273000,1196,83004.1806,221797
3 BHK Apartment in Dhanori,Pune,Dhanori,3 BHK,99939000,1419,70429.17548,227044
3 BHK Apartment in Bavdhan,Pune,Bavdhan,3 BHK,101746000,1323,76905.51776,188156
3 BHK Apartment in Viman Nagar,Pune,Viman Nagar,3 BHK,102166000,1233,82859.69181,228323
3 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,3 BHK,104107000,1428,72904.06162,195574
3 BHK Apartment in Warje,Pune,Warje,3 BHK,104806000,1371,76444.93071,202342
3 BHK Apartment in Hinjewadi,Pune,Hinjewadi,3 BHK,105093000,1260,83407.14286,207894
3 BHK Apartment in Aundh,Pune,Aundh,3 BHK,107614000,1324,81279.45619,191334
3 BHK Apartment in Pashan,Pune,Pashan,3 BHK,108564000,1354,80180.20679,204713
3 BHK Apartment in Dhanori,Pune,Dhanori,3 BHK,108832000,1234,88194.48947,200107
3 BHK Apartment in Pashan,Pune,Pashan,3 BHK,110702000,1272,87029.87421,231615
3 BHK Apartment in Sus,Pune,Sus,3 BHK,111524000,1223,91188.8798,236363
3 BHK Apartment in Warje,Pune,Warje,3 BHK,112871000,1251,90224.6203,237284
3 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,3 BHK,114843000,1170,98156.41026,227916
1 BHK Apartment in Wakad,Pune,Wakad,1 BHK,184618000,1209,152703.0604,384862
1 BHK Apartment in Wagholi,Pune,Wagholi,1 BHK,185353000,1192,155497.4832,431715
1 BHK Apartment in Koregaon Park,Pune,Koregaon Park,1 BHK,187952000,1159,162167.3857,430755
1 BHK Apartment in Pimpri,Pune,Pimpri,1 BHK,188978000,1165,162212.8755,444005
1 BHK Apartment in Baner,Pune,Baner,1 BHK,189373000,1252,151256.3898,413239
1 BHK Apartment in Hadapsar,Pune,Hadapsar,1 BHK,189724000,1262,150335.9746,404633
1 BHK Apartment in Viman Nagar,Pune,Viman Nagar,1 BHK,192503000,1250,154002.4,376335
1 BHK Apartment in Kothrud,Pune,Kothrud,1 BHK,197584000,1216,162486.8421,421473
1 BHK Apartment in Kharadi,Pune,Kharadi,1 BHK,207370000,1269,163412.1355,439678
1 BHK Apartment in Hinjewadi,Pune,Hinjewadi,1 BHK,208317000,1215,171454.321,414959
5 BHK Apartment in Athwalines,Surat,Athwalines,5 BHK,2458000,1153,2131.830009,5317
5 BHK Apartment in Bhatar,Surat,Bhatar,5 BHK,2563000,1161,2207.579673,6023
5 BHK Apartment in Parle Point,Surat,Parle Point,5 BHK,2565000,1118,2294.275492,5106
5 BHK Apartment in Sayan,Surat,Sayan,5 BHK,2607000,1179,2211.195929,5110
5 BHK Apartment in Althan,Surat,Althan,5 BHK,2607000,1176,2216.836735,5584
3 BHK Apartment in Althan,Surat,Althan,3 BHK,2614000,3241,806.541191,5884
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,2629000,3148,835.133418,5370
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,2630000,3392,775.3537736,5962
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,2641000,3213,821.9732337,5718
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,2646000,3382,782.3772915,6240
5 BHK Apartment in Citylight,Surat,Citylight,5 BHK,2667000,1152,2315.104167,5157
5 BHK Apartment in Anand Mahal,Surat,Anand Mahal,5 BHK,2689000,1179,2280.746395,6142
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,2725000,3157,863.161229,6011
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,2748000,898,3060.13363,6578
4 BHK Apartment in Magdalla,Surat,Magdalla,4 BHK,2753000,2192,1255.930657,6507
4 BHK Apartment in Bhatar,Surat,Bhatar,4 BHK,2767000,2140,1292.990654,6603
4 BHK Apartment in Parle Point,Surat,Parle Point,4 BHK,2769000,2181,1269.6011,6495
5 BHK Apartment in Magdalla,Surat,Magdalla,5 BHK,2821000,1222,2308.510638,6116
4 BHK Apartment in Anand Mahal,Surat,Anand Mahal,4 BHK,2851000,2167,1315.643747,5920
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,2934000,873,3360.824742,6516
4 BHK Apartment in Athwalines,Surat,Athwalines,4 BHK,2957000,2118,1396.128423,6816
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,2968000,843,3520.759193,6733
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,3015000,3150,957.1428571,6353
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,3019000,3153,957.5007929,5316
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,3072000,865,3551.445087,5867
4 BHK Apartment in Kapodra,Surat,Kapodra,4 BHK,3078000,2124,1449.152542,5658
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,3142000,894,3514.541387,6094
4 BHK Apartment in Citylight,Surat,Citylight,4 BHK,3200000,2242,1427.297056,6264
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,3212000,822,3907.542579,6314
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,3256000,841,3871.581451,5818
4 BHK Apartment in Mota Varachha,Surat,Mota Varachha,4 BHK,3283000,2166,1515.697138,6797
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,3293000,844,3901.658768,6522
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,3693000,2257,1636.2428,8439
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,3742000,2098,1783.603432,8164
2 BHK Apartment in Kapodra,Surat,Kapodra,2 BHK,3772000,1163,3243.336199,8423
2 BHK Apartment in Adajan,Surat,Adajan,2 BHK,3779000,1150,3286.086957,9333
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,3816000,2063,1849.733398,7602
2 BHK Apartment in Mota Varachha,Surat,Mota Varachha,2 BHK,3833000,1135,3377.092511,9344
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,3893000,2156,1805.658627,8303
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,3930000,2145,1832.167832,8011
3 BHK Apartment in Adajan,Surat,Adajan,3 BHK,3990000,2206,1808.703536,8331
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,3997000,2266,1763.901147,9048
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,4006000,2131,1879.868606,8183
2 BHK Apartment in Nanpura,Surat,Nanpura,2 BHK,4022000,1216,3307.565789,9488
3 BHK Apartment in Katargam,Surat,Katargam,3 BHK,4025000,2202,1827.883742,9426
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,4050000,2213,1830.094894,7536
2 BHK Apartment in Bhatar,Surat,Bhatar,2 BHK,4077000,1145,3560.69869,9460
2 BHK Apartment in Anand Mahal,Surat,Anand Mahal,2 BHK,4090000,1180,3466.101695,7912
2 BHK Apartment in Vesu,Surat,Vesu,2 BHK,4097000,1150,3562.608696,8908
3 BHK Apartment in Adajan,Surat,Adajan,3 BHK,4115000,2146,1917.520969,9063
3 BHK Apartment in Pal,Surat,Pal,3 BHK,4145000,2119,1956.111373,9805
2 BHK Apartment in Katargam,Surat,Katargam,2 BHK,4299000,1218,3529.55665,9149
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,4317000,2296,1880.226481,9652
3 BHK Apartment in Piplod,Surat,Piplod,3 BHK,4447000,2123,2094.677343,8360
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,4501000,2228,2020.197487,9862
3 BHK Apartment in Piplod,Surat,Piplod,3 BHK,4555000,885,5146.892655,9386
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,4673000,890,5250.561798,10293
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,4779000,2233,2140.170175,8924
3 BHK Apartment in Katargam,Surat,Katargam,3 BHK,4944000,897,5511.705686,10464
3 BHK Apartment in Adajan,Surat,Adajan,3 BHK,5034000,828,6079.710145,9457
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,5129000,874,5868.421053,9860
3 BHK Apartment in Pal,Surat,Pal,3 BHK,5256000,899,5846.496107,9671
3 BHK Apartment in Pal,Surat,Pal,3 BHK,5423000,2111,2568.92468,12972
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,5438000,829,6559.710495,9920
3 BHK Apartment in Rander,Surat,Rander,3 BHK,5460000,852,6408.450704,10917
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,5481000,2169,2526.970954,12697
3 BHK Apartment in Katargam,Surat,Katargam,3 BHK,5489000,2095,2620.047733,12372
2 BHK Apartment in Dindoli,Surat,Dindoli,2 BHK,5492000,1173,4682.011935,13509
2 BHK Apartment in Pal,Surat,Pal,2 BHK,5545000,1183,4687.235841,12273
2 BHK Apartment in Udhana,Surat,Udhana,2 BHK,5582000,1174,4754.684838,11263
3 BHK Apartment in Varachha,Surat,Varachha,3 BHK,5583000,2217,2518.26793,11341
3 BHK Apartment in Piplod,Surat,Piplod,3 BHK,5786000,2250,2571.555556,13041
3 BHK Apartment in Rander,Surat,Rander,3 BHK,5841000,2125,2748.705882,11207
2 BHK Apartment in Rander,Surat,Rander,2 BHK,5847000,1187,4925.863521,13663
2 BHK Apartment in Katargam,Surat,Katargam,2 BHK,5990000,1177,5089.209856,13537
3 BHK Apartment in Adajan,Surat,Adajan,3 BHK,6021000,2212,2721.971067,11450
2 BHK Apartment in Varachha,Surat,Varachha,2 BHK,6089000,1134,5369.488536,13275
2 BHK Apartment in Piplod,Surat,Piplod,2 BHK,6123000,1156,5296.712803,11429
2 BHK Apartment in Adajan,Surat,Adajan,2 BHK,6262000,1172,5343.003413,11595
3 BHK Apartment in Dindoli,Surat,Dindoli,3 BHK,6388000,2170,2943.778802,12547
2 BHK Apartment in Piplod,Surat,Piplod,2 BHK,6403000,2183,2933.11956,14348
3 BHK Apartment in Althan,Surat,Althan,3 BHK,6754000,1279,5280.688038,15466
2 BHK Apartment in Udhana,Surat,Udhana,2 BHK,6889000,2205,3124.263039,14870
2 BHK Apartment in Althan,Surat,Althan,2 BHK,6911000,2300,3004.782609,15093
3 BHK Apartment in Varachha,Surat,Varachha,3 BHK,7006000,1241,5645.44722,15358
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,7007000,1283,5461.41855,16112
2 BHK Apartment in Pal,Surat,Pal,2 BHK,7114000,2288,3109.265734,14952
2 BHK Apartment in Dindoli,Surat,Dindoli,2 BHK,7272000,2129,3415.688116,13715
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,7299000,3385,2156.277696,17020
3 BHK Apartment in Sayan,Surat,Sayan,3 BHK,7335000,1303,5629.316961,14186
2 BHK Apartment in Varachha,Surat,Varachha,2 BHK,7437000,2283,3257.555848,14780
3 BHK Apartment in Sayan,Surat,Sayan,3 BHK,7477000,2119,3528.551203,17013
2 BHK Apartment in Rander,Surat,Rander,2 BHK,7530000,2105,3577.19715,13672
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,7569000,3300,2293.636364,16819
3 BHK Apartment in Dindoli,Surat,Dindoli,3 BHK,7573000,2189,3459.57058,16207
2 BHK Apartment in Sayan,Surat,Sayan,2 BHK,7581000,2267,3344.067049,13560
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,7660000,2201,3480.236256,16913
3 BHK Apartment in Althan,Surat,Althan,3 BHK,7673000,3175,2416.692913,18135
3 BHK Apartment in Sayan,Surat,Sayan,3 BHK,7748000,3337,2321.845969,16008
3 BHK Apartment in Udhana,Surat,Udhana,3 BHK,7848000,1289,6088.440652,15765
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,7896000,1208,6536.423841,16557
3 BHK Apartment in Udhana,Surat,Udhana,3 BHK,7956000,3161,2516.925024,15770
3 BHK Apartment in Althan,Surat,Althan,3 BHK,8088000,2126,3804.327375,16160
3 BHK Apartment in Varachha,Surat,Varachha,3 BHK,8089000,2152,3758.828996,15134
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,8095000,2103,3849.262958,17322
3 BHK Apartment in Rander,Surat,Rander,3 BHK,8138000,1219,6675.963905,15297
3 BHK Apartment in Dindoli,Surat,Dindoli,3 BHK,8148000,1202,6778.702163,16974
4 BHK Apartment in Althan,Surat,Althan,4 BHK,8242000,2132,3865.853659,19824
4 BHK Apartment in Athwalines,Surat,Athwalines,4 BHK,8259000,2285,3614.442013,18614
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,8318000,886,9388.261851,18492
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,8379000,3281,2553.794575,17973
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,8433000,831,10148.01444,20263
4 BHK Apartment in Citylight,Surat,Citylight,4 BHK,8473000,2137,3964.904071,17043
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,8560000,3176,2695.214106,17751
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,8574000,2245,3819.153675,16316
3 BHK Apartment in Udhana,Surat,Udhana,3 BHK,8667000,2247,3857.142857,16946
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,8770000,3161,2774.438469,15817
3 BHK Apartment in Althan,Surat,Althan,3 BHK,9006000,905,9951.381215,18636
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,9037000,875,10328,18312
2 BHK Apartment in Magdalla,Surat,Magdalla,2 BHK,9145000,2202,4153.042688,21182
2 BHK Apartment in Bhatar,Surat,Bhatar,2 BHK,9152000,2079,4402.116402,20786
4 BHK Apartment in Magdalla,Surat,Magdalla,4 BHK,9358000,2227,4202.065559,18650
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,9403000,867,10845.44406,17609
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,9414000,895,10518.43575,18085
2 BHK Apartment in Mota Varachha,Surat,Mota Varachha,2 BHK,9427000,2224,4238.758993,21721
4 BHK Apartment in Bhatar,Surat,Bhatar,4 BHK,9436000,2149,4390.879479,17124
4 BHK Apartment in Anand Mahal,Surat,Anand Mahal,4 BHK,9504000,2154,4412.256267,19381
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,9521000,844,11280.80569,20407
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,9526000,831,11463.29723,17788
3 BHK Apartment in Adajan,Surat,Adajan,3 BHK,9557000,2177,4389.98622,19642
4 BHK Apartment in Parle Point,Surat,Parle Point,4 BHK,9607000,2229,4310.004486,16514
4 BHK Apartment in Sayan,Surat,Sayan,4 BHK,9654000,2162,4465.309898,17142
2 BHK Apartment in Nanpura,Surat,Nanpura,2 BHK,9754000,2101,4642.551166,19216
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,9775000,2148,4550.744879,20068
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,9891000,2283,4332.457293,22417
2 BHK Apartment in Athwalines,Surat,Athwalines,2 BHK,9960000,2158,4615.384615,22897
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,10135000,2196,4615.209472,21188
2 BHK Apartment in Parle Point,Surat,Parle Point,2 BHK,10210000,2076,4918.111753,19616
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,10300000,2168,4750.922509,19887
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,10447000,2287,4567.993004,23562
2 BHK Apartment in Kapodra,Surat,Kapodra,2 BHK,10537000,2249,4685.193419,20680
3 BHK Apartment in Katargam,Surat,Katargam,3 BHK,10726000,2236,4796.958855,22739
2 BHK Apartment in Anand Mahal,Surat,Anand Mahal,2 BHK,10825000,2219,4878.323569,21551
1 BHK Apartment in Piplod,Surat,Piplod,1 BHK,11068000,1235,8961.94332,25129
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,11385000,2180,5222.477064,20634
1 BHK Apartment in Katargam,Surat,Katargam,1 BHK,11577000,2144,5399.720149,25507
1 BHK Apartment in Katargam,Surat,Katargam,1 BHK,11717000,1291,9075.910147,22911
1 BHK Apartment in Pal,Surat,Pal,1 BHK,11829000,2104,5622.148289,26261
1 BHK Apartment in Nanpura,Surat,Nanpura,1 BHK,11906000,1272,9360.062893,26495
1 BHK Apartment in Mota Varachha,Surat,Mota Varachha,1 BHK,11995000,1217,9856.20378,22870
1 BHK Apartment in Pal,Surat,Pal,1 BHK,12060000,1221,9877.149877,27322
2 BHK Apartment in Katargam,Surat,Katargam,2 BHK,12129000,2115,5734.751773,28325
1 BHK Apartment in Adajan,Surat,Adajan,1 BHK,12327000,2178,5659.779614,28587
2 BHK Apartment in Varachha,Surat,Varachha,2 BHK,12374000,2198,5629.66333,29667
1 BHK Apartment in Kapodra,Surat,Kapodra,1 BHK,12398000,1272,9746.855346,25766
1 BHK Apartment in Vesu,Surat,Vesu,1 BHK,12485000,1205,10360.99585,26119
2 BHK Apartment in Sayan,Surat,Sayan,2 BHK,12534000,2100,5968.571429,25306
1 BHK Apartment in Piplod,Surat,Piplod,1 BHK,12608000,2209,5707.559982,26415
1 BHK Apartment in Adajan,Surat,Adajan,1 BHK,12726000,1291,9857.474826,27278
3 BHK Apartment in Pal,Surat,Pal,3 BHK,12850000,3223,3986.968663,31432
1 BHK Apartment in Kapodra,Surat,Kapodra,1 BHK,12872000,2240,5746.428571,25496
2 BHK Apartment in Dindoli,Surat,Dindoli,2 BHK,13073000,2184,5985.805861,27574
3 BHK Apartment in Althan,Surat,Althan,3 BHK,13366000,3419,3909.330214,28212
1 BHK Apartment in Vesu,Surat,Vesu,1 BHK,13385000,2139,6257.597008,26642
1 BHK Apartment in Rander,Surat,Rander,1 BHK,13406000,2253,5950.288504,25470
2 BHK Apartment in Rander,Surat,Rander,2 BHK,13463000,2170,6204.147465,26813
3 BHK Apartment in Sayan,Surat,Sayan,3 BHK,13531000,3246,4168.515096,31287
1 BHK Apartment in Nanpura,Surat,Nanpura,1 BHK,13575000,2186,6209.972553,28355
2 BHK Apartment in Udhana,Surat,Udhana,2 BHK,13602000,2242,6066.90455,29996
5 BHK Apartment in Athwalines,Surat,Athwalines,5 BHK,13996000,2065,6777.723971,30392
3 BHK Apartment in Dindoli,Surat,Dindoli,3 BHK,14124000,3248,4348.522167,26418
5 BHK Apartment in Sayan,Surat,Sayan,5 BHK,14199000,2071,6856.10816,30391
2 BHK Apartment in Piplod,Surat,Piplod,2 BHK,14384000,2241,6418.563141,26514
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,14455000,3134,4612.316528,28168
3 BHK Apartment in Rander,Surat,Rander,3 BHK,14476000,3230,4481.733746,29257
2 BHK Apartment in Pal,Surat,Pal,2 BHK,14621000,2212,6609.855335,30184
5 BHK Apartment in Anand Mahal,Surat,Anand Mahal,5 BHK,14682000,2168,6772.140221,33971
3 BHK Apartment in Varachha,Surat,Varachha,3 BHK,14821000,3337,4441.414444,26662
2 BHK Apartment in Magdalla,Surat,Magdalla,2 BHK,14835000,1220,12159.83607,33710
5 BHK Apartment in Udhana,Surat,Udhana,5 BHK,15160000,2091,7250.11956,31904
3 BHK Apartment in Udhana,Surat,Udhana,3 BHK,15191000,3353,4530.569639,27456
2 BHK Apartment in Mota Varachha,Surat,Mota Varachha,2 BHK,15407000,1219,12639.0484,32733
2 BHK Apartment in Nanpura,Surat,Nanpura,2 BHK,15427000,1283,12024.16212,34763
2 BHK Apartment in Vesu,Surat,Vesu,2 BHK,15615000,1306,11956.35528,33806
5 BHK Apartment in Althan,Surat,Althan,5 BHK,15825000,2199,7196.452933,32589
5 BHK Apartment in Parle Point,Surat,Parle Point,5 BHK,15861000,2055,7718.248175,28848
2 BHK Apartment in Athwalines,Surat,Athwalines,2 BHK,15986000,1257,12717.58154,30885
2 BHK Apartment in Bhatar,Surat,Bhatar,2 BHK,16048000,1257,12766.90533,36297
5 BHK Apartment in Magdalla,Surat,Magdalla,5 BHK,16245000,2186,7431.381519,33321
4 BHK Apartment in Katargam,Surat,Katargam,4 BHK,16400000,1208,13576.15894,34488
5 BHK Apartment in Citylight,Surat,Citylight,5 BHK,16477000,2057,8010.209042,30186
2 BHK Apartment in Kapodra,Surat,Kapodra,2 BHK,16490000,1244,13255.62701,34845
4 BHK Apartment in Adajan,Surat,Adajan,4 BHK,16566000,1251,13242.20624,36377
4 BHK Apartment in Piplod,Surat,Piplod,4 BHK,16843000,1221,13794.43079,39465
2 BHK Apartment in Anand Mahal,Surat,Anand Mahal,2 BHK,17033000,1237,13769.60388,35143
4 BHK Apartment in Pal,Surat,Pal,4 BHK,17590000,1198,14682.80467,39002
2 BHK Apartment in Udhana,Surat,Udhana,2 BHK,18089000,898,20143.65256,40722
4 BHK Apartment in Vesu,Surat,Vesu,4 BHK,18466000,1286,14359.2535,33985
2 BHK Apartment in Sayan,Surat,Sayan,2 BHK,18658000,842,22159.14489,40268
4 BHK Apartment in Rander,Surat,Rander,4 BHK,18671000,1290,14473.64341,38122
4 BHK Apartment in Dindoli,Surat,Dindoli,4 BHK,18795000,1281,14672.13115,39592
4 BHK Apartment in Nanpura,Surat,Nanpura,4 BHK,19217000,1216,15803.45395,37416
2 BHK Apartment in Citylight,Surat,Citylight,2 BHK,19338000,825,23440,38934
2 BHK Apartment in Dindoli,Surat,Dindoli,2 BHK,19674000,872,22561.92661,37788
2 BHK Apartment in Varachha,Surat,Varachha,2 BHK,20387000,904,22551.99115,39479
2 BHK Apartment in Pal,Surat,Pal,2 BHK,20506000,857,23927.65461,44954
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,20723000,1119,18519.21358,44137
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,20978000,1124,18663.70107,48474
2 BHK Apartment in Althan,Surat,Althan,2 BHK,21024000,883,23809.73952,41068
2 BHK Apartment in Rander,Surat,Rander,2 BHK,21896000,859,25490.10477,41872
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,22577000,1172,19263.65188,52107
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,23511000,1138,20659.9297,44782
3 BHK Apartment in Nanpura,Surat,Nanpura,3 BHK,23717000,1141,20786.1525,51017
1 BHK Apartment in Piplod,Surat,Piplod,1 BHK,24238000,895,27081.56425,59034
3 BHK Apartment in Vesu,Surat,Vesu,3 BHK,24531000,1139,21537.31343,49968
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,25168000,1112,22633.09353,47149
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,25223000,1144,22048.07692,46120
1 BHK Apartment in Pal,Surat,Pal,1 BHK,25680000,827,31051.99516,56636
1 BHK Apartment in Vesu,Surat,Vesu,1 BHK,25810000,842,30653.20665,50814
1 BHK Apartment in Katargam,Surat,Katargam,1 BHK,25870000,839,30834.32658,55607
1 BHK Apartment in Varachha,Surat,Varachha,1 BHK,26176000,838,31236.27685,57014
1 BHK Apartment in Rander,Surat,Rander,1 BHK,26564000,863,30780.99652,51490
1 BHK Apartment in Adajan,Surat,Adajan,1 BHK,26985000,865,31196.53179,56716
2 BHK Apartment in Piplod,Surat,Piplod,2 BHK,27200000,3344,8133.971292,60430
1 BHK Apartment in Dindoli,Surat,Dindoli,1 BHK,28180000,906,31103.75276,55878
2 BHK Apartment in Vesu,Surat,Vesu,2 BHK,29303000,3357,8728.924635,56465
2 BHK Apartment in Kapodra,Surat,Kapodra,2 BHK,30110000,3284,9168.696711,59518
2 BHK Apartment in Adajan,Surat,Adajan,2 BHK,30234000,3395,8905.44919,60125
2 BHK Apartment in Katargam,Surat,Katargam,2 BHK,30925000,3310,9342.900302,59132
2 BHK Apartment in Mota Varachha,Surat,Mota Varachha,2 BHK,32091000,3257,9852.932146,62608
2 BHK Apartment in Bhatar,Surat,Bhatar,2 BHK,32170000,3257,9877.187596,61065
2 BHK Apartment in Nanpura,Surat,Nanpura,2 BHK,32684000,3269,9998.164576,64403
3 BHK Apartment in Magdalla,Surat,Magdalla,3 BHK,33957000,1310,25921.37405,67750
3 BHK Apartment in Mota Varachha,Surat,Mota Varachha,3 BHK,34546000,1238,27904.68498,76940
3 BHK Apartment in Anand Mahal,Surat,Anand Mahal,3 BHK,35848000,1221,29359.54136,76198
3 BHK Apartment in Parle Point,Surat,Parle Point,3 BHK,35967000,1283,28033.5152,74856
4 BHK Apartment in Althan,Surat,Althan,4 BHK,36089000,865,41721.38728,78029
3 BHK Apartment in Kapodra,Surat,Kapodra,3 BHK,36290000,1205,30116.18257,71504
3 BHK Apartment in Citylight,Surat,Citylight,3 BHK,36349000,1301,27939.27748,72142
3 BHK Apartment in Athwalines,Surat,Athwalines,3 BHK,37196000,1203,30919.36825,66489
4 BHK Apartment in Parle Point,Surat,Parle Point,4 BHK,37520000,851,44089.3067,87849
3 BHK Apartment in Bhatar,Surat,Bhatar,3 BHK,38168000,1296,29450.61728,69496
4 BHK Apartment in Varachha,Surat,Varachha,4 BHK,38978000,835,46680.23952,79036
4 BHK Apartment in Sayan,Surat,Sayan,4 BHK,39359000,828,47535.02415,77381
4 BHK Apartment in Athwalines,Surat,Athwalines,4 BHK,39911000,856,46625,75018
4 BHK Apartment in Citylight,Surat,Citylight,4 BHK,40799000,838,48686.15752,77760
3 BHK Apartment in Rander,Surat,Rander,3 BHK,41646000,3447,12081.81027,98130
4 BHK Apartment in Dindoli,Surat,Dindoli,4 BHK,42419000,877,48368.30103,82623
4 BHK Apartment in Udhana,Surat,Udhana,4 BHK,42621000,835,51043.11377,75412
3 BHK Apartment in Pal,Surat,Pal,3 BHK,42719000,3154,13544.38808,99248
1 BHK Apartment in Katargam,Surat,Katargam,1 BHK,45230000,830,54493.9759,112023
